codigo	nome	valor_individual	valor_empresarial
30726107	FRATURA E/OU LUXACAO DE PATELA - TRATAMENTO CIRURGICO	530.62	530.62
30726115	FRATURAS E/OU LUXACOES AO NIVEL DO JOELHO - REDUCAO INCRUENTA	185.79	185.79
30726123	FRATURAS E/OU LUXACOES AO NIVEL DO JOELHO - TRATAMENTO CIRURGICO	723.65	723.65
30726131	LESAO AGUDA DE LIGAMENTO COLATERAL, ASSOCIADA A LIGAMENTO CRUZADO E MENISCO - TRATAMENTO CIRURGICO	815.43	815.43
30726140	LESOES AGUDAS E/OU LUXACOES DE MENISCOS (1 OU AMBOS) - TRATAMENTO CIRURGICO	757.49	757.49
30726158	LESOES COMPLEXAS DE JOELHO (FRATURA COM LESAO LIGAMENTAR E MENISCAL) - TRATAMENTO CIRURGICO	845.61	845.61
30726166	LESOES INTRINSECAS DE JOELHO (LESOES CONDRAIS, OSTEOCONDRITE DISSECANTE, PLICA PATOLOGICA, CORPOS LIVRES, ARTROFITOSE.) - TRATAMENTO CIRURGICO	790.38	790.38
30726174	LESOES LIGAMENTARES AGUDAS - TRATAMENTO INCRUENTO	91.70	91.70
30726182	LESOES LIGAMENTARES AGUDAS - TRATAMENTO CIRURGICO	757.49	757.49
30726190	LESOES LIGAMENTARES PERIFERICAS CRONICAS - TRATAMENTO CIRURGICO	782.22	782.22
30726204	LIBERACAO LATERAL E FACECTOMIAS - TRATAMENTO CIRURGICO	782.81	782.81
30726212	MENISCORRAFIA - TRATAMENTO CIRURGICO	549.14	549.14
30726220	OSTEOTOMIAS AO NIVEL DO JOELHO - TRATAMENTO CIRURGICO	790.38	790.38
30726239	REALINHAMENTOS DO APARELHO EXTENSOR - TRATAMENTO CIRURGICO	591.32	591.32
30726247	RECONSTRUCOES LIGAMENTARES DO PIVOT CENTRAL - TRATAMENTO CIRURGICO	788.61	788.61
30726255	REVISOES DE ARTROPLASTIA TOTAL - TRATAMENTO CIRURGICO	1123.15	1123.15
30726263	REVISOES DE REALINHAMENTOS DO APARELHO EXTENSOR - TRATAMENTO CIRURGICO	897.43	897.43
30726271	REVISOES DE RECONSTRUCOES INTRA-ARTICULARES - TRATAMENTO CIRURGICO	897.43	897.43
30726280	TOALETE CIRURGICA - CORRECAO DE JOELHO FLEXO - TRATAMENTO CIRURGICO	591.32	591.32
30726301	TRATAMENTO CIRURGICO DE LUXACOES / ARTRODESE / CONTRATURAS COM FIXADOR EXTERNO	697.31	697.31
30726310	BOLSA PRE-PATELAR - RESSECCAO	190.21	190.21
30727014	ALONGAMENTO / TRANSPORTE OSSEO / PSEUDOARTROSE COM FIXADOR EXTERNO - PERNA	623.50	623.50
30727022	ALONGAMENTO COM FIXADOR DINAMICO - TRATAMENTO CIRURGICO	799.79	799.79
30727030	ALONGAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRURGICO	799.79	799.79
30727049	AMPUTACAO DE PERNA - TRATAMENTO CIRURGICO	679.09	679.09
30727057	BIOPSIA CIRURGICA DE TIBIA OU FIBULA	214.56	214.56
30727065	CORRECAO DE DEFORMIDADE ADQUIRIDA DE TIBIA COM FIXADOR EXTERNO	689.02	689.02
30727073	CORRECAO DE DEFORMIDADES CONGENITAS NA PERNA COM FIXADOR EXTERNO	754.64	754.64
30727081	ENCURTAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRURGICO	761.10	761.10
30727090	EPIFISIODESE DE TIBIA / FIBULA - TRATAMENTO CIRURGICO	422.38	422.38
30727103	FRATURA DE OSSO DA PERNA - TRATAMENTO CONSERVADOR	145.28	145.28
30727111	FRATURAS DE FIBULA (INCLUI O DESCOLAMENTO EPIFISARIO) - TRATAMENTO CIRURGICO	623.50	623.50
30727120	FRATURAS DE FIBULA - (INCLUI DESCOLAMENTO EPIFISARIO) - REDUCAO INCRUENTA	128.19	128.19
30727138	FRATURAS DE TIBIA ASSOCIADA OU NAO A FIBULA (INCLUI DESCOLAMENTO EPIFISARIO) - TRATAMENTO CIRURGICO	788.61	788.61
30727146	FRATURAS DE TIBIA E FIBULA (INCLUI DESCOLAMENTO EPIFISARIO) - REDUCAO INCRUENTA	183.74	183.74
30727154	OSTEOMIELITE DOS OSSOS DA PERNA - TRATAMENTO CIRURGICO	489.37	489.37
30727162	OSTEOTOMIAS E/OU PSEUDARTROSES - TRATAMENTO CIRURGICO	897.43	897.43
30727170	TRANSPOSICAO DE FIBULA/TIBIA - TRATAMENTO CIRURGICO	872.26	872.26
30727189	TRATAMENTO CIRURGICO DE FRATURAS DE TIBIA COM FIXADOR EXTERNO	374.83	374.83
30727197	FRATURA DE DOIS OSSOS DA PERNA - TRATAMENTO CONSERVADOR	148.17	148.17
30728010	AMPUTACAO AO NIVEL DO TORNOZELO - TRATAMENTO CIRURGICO	711.03	711.03
30728029	ARTRITE OU OSTEOARTRITE - TRATAMENTO CIRURGICO	431.61	431.61
30728037	ARTRODESE (COM OU SEM ALONGAMENTO SIMULTANEO) COM FIXADOR EXTERNO	767.44	767.44
30728045	ARTRODESE AO NIVEL DO TORNOZELO - TRATAMENTO CIRURGICO	876.27	876.27
30728053	ARTROPLASTIA DE TORNOZELO (COM IMPLANTE) - TRATAMENTO CIRURGICO	1063.99	1063.99
30728061	ARTRORRISE DO TORNOZELO - TRATAMENTO CIRURGICO	761.10	761.10
30728070	ARTROTOMIA DE TORNOZELO - TRATAMENTO CIRURGICO	551.77	551.77
30728088	BIOPSIA CIRURGICA DO TORNOZELO	227.11	227.11
30728096	FRATURA DE TORNOZELO - TRATAMENTO CONSERVADOR	138.51	138.51
30728100	FRATURAS / PSEUDARTROSES / ARTROSES AO NIVEL DO TORNOZELO COM FIXADOR EXTERNO DINAMICO - TRATAMENTO CIRURGICO	723.65	723.65
30728118	FRATURAS E/OU LUXACOES AO NIVEL DO TORNOZELO - REDUCAO INCRUENTA	232.68	232.68
30728126	FRATURAS E/OU LUXACOES AO NIVEL DO TORNOZELO - TRATAMENTO CIRURGICO	815.81	815.81
30728134	LESOES LIGAMENTARES AGUDAS AO NIVEL DO TORNOZELO - TRATAMENTO INCRUENTO	129.73	129.73
30728142	LESOES LIGAMENTARES AGUDAS AO NIVEL DO TORNOZELO - TRATAMENTO CIRURGICO	831.76	831.76
30728150	LESOES LIGAMENTARES CRONICAS AO NIVEL DO TORNOZELO - TRATAMENTO CIRURGICO	631.00	631.00
30728169	OSTEOCONDRITE DE TORNOZELO - TRATAMENTO CIRURGICO	601.32	601.32
30728177	PSEUDARTROSES OU OSTEOTOMIAS AO NIVEL DO TORNOZELO - TRATAMENTO CIRURGICO	824.69	824.69
30729017	AMPUTACAO AO NIVEL DO PE - TRATAMENTO CIRURGICO	730.19	730.19
30729025	AMPUTACAO/DESARTICULACAO DE PODODACTILOS (POR SEGMENTO) - TRATAMENTO CIRURGICO	295.49	295.49
30729033	ARTRITE OU OSTEOARTRITE DOS OSSOS DO PE (INCLUI OSTEOMIELITE) - TRATAMENTO CIRURGICO	233.81	233.81
30729041	ARTRODESE DE TARSO E/OU MEDIO PE - TRATAMENTO CIRURGICO	794.22	794.22
30729050	ARTRODESE METATARSO - FALANGICA OU INTERFALANGICA - TRATAMENTO CIRURGICO	431.61	431.61
30729068	BIOPSIA CIRURGICA DOS OSSOS DO PE	193.58	193.58
30729084	CORRECAO DE DEFORMIDADES DO PE COM FIXADOR EXTERNO DINAMICO - TRATAMENTO CIRURGICO	539.56	539.56
30729092	CORRECAO DE PE TORTO CONGENITO COM FIXADOR EXTERNO	370.37	370.37
30729106	DEFORMIDADE DOS DEDOS - TRATAMENTO CIRURGICO	232.68	232.68
30729114	EXERESE UNGUEAL	92.33	92.33
30729122	FASCIOTOMIA OU RESSECCAO DE FASCIA PLANTAR - TRATAMENTO CIRURGICO	319.36	319.36
30729130	FRATURA DE OSSO DO PE - TRATAMENTO CONSERVADOR	116.36	116.36
30729149	FRATURA E/OU LUXACOES DO PE (EXCETO ANTEPE) - REDUCAO INCRUENTA	106.85	106.85
30729157	FRATURA E/OU LUXACOES DO PE (EXCETO ANTEPE) - TRATAMENTO CIRURGICO	429.52	429.52
30729165	FRATURAS E/OU LUXACOES DO ANTEPE - REDUCAO INCRUENTA	164.87	164.87
30729173	FRATURAS E/OU LUXACOES DO ANTEPE - TRATAMENTO CIRURGICO	298.37	298.37
30729181	HALLUX VALGUS (UM PE) - TRATAMENTO CIRURGICO	558.41	558.41
30729190	OSTEOTOMIA OU PSEUDARTROSE DO TARSO E MEDIO PE - TRATAMENTO CIRURGICO	561.13	561.13
30729203	OSTEOTOMIA OU PSEUDARTROSE DOS METATARSOS/FALANGES - TRATAMENTO CIRURGICO	463.12	463.12
30729211	OSTEOTOMIAS / FRATURAS COM FIXADOR EXTERNO	477.01	477.01
30729220	PE PLANO/PE CAVO/COALISAO TARSAL - TRATAMENTO CIRURGICO	794.22	794.22
30729238	PE TORTO CONGENITO (UM PE) - TRATAMENTO CIRURGICO	863.23	863.23
30729246	RESSECCAO DE OSSO DO PE - TRATAMENTO CIRURGICO	406.29	406.29
30729254	RETRACAO CICATRICIAL DOS DEDOS	381.82	381.82
30729262	ROTURA DO TENDAO DE AQUILES - TRATAMENTO INCRUENTO	93.69	93.69
30729270	ROTURA DO TENDAO DE AQUILES - TRATAMENTO CIRURGICO	431.61	431.61
30729289	TRATAMENTO CIRURGICO DA SINDACTILIA COMPLEXA E /OU MULTIPLA	945.44	945.44
30729297	TRATAMENTO CIRURGICO DA SINDACTILIA SIMPLES	443.96	443.96
30729300	TRATAMENTO CIRURGICO DE GIGANTISMO	972.78	972.78
30729319	TRATAMENTO CIRURGICO DE LINFEDEMA AO NIVEL DO PE	940.85	940.85
30729327	TRATAMENTO CIRURGICO DE POLIDACTILIA MULTIPLA E/OU COMPLEXA	1032.17	1032.17
30729335	TRATAMENTO CIRURGICO DE POLIDACTILIA SIMPLES	217.89	217.89
30729343	TRATAMENTO CIRURGICO DO MAL PERFURANTE PLANTAR	874.31	874.31
30730015	ALONGAMENTO	190.36	190.36
30730023	BIOPSIA DE MUSCULO	134.88	134.88
30730031	DESBRIDAMENTO CIRURGICO DE FERIDAS OU EXTREMIDADES	181.99	181.99
30730040	DESINSERCAO OU MIOTOMIA	206.81	206.81
30730058	DISSECCAO MUSCULAR	217.66	217.66
30730066	DRENAGEM CIRURGICA DO PSOAS	318.62	318.62
30730074	FASCIOTOMIA	319.86	319.86
30730082	FASCIOTOMIA - POR COMPARTIMENTO	271.71	271.71
30730090	FASCIOTOMIAS (DESCOMPRESSIVAS)	319.86	319.86
30730104	FASCIOTOMIAS ACIMA DO PUNHO	321.40	321.40
30730112	MIORRAFIAS	214.56	214.56
30730155	TRANSPOSICAO MUSCULAR	312.24	312.24
30730163	LESAO LIGAMENTAR AGUDA - TRATAMENTO CONSERVADOR	143.21	143.21
30730171	LESOES MUSCULO TENDINOSAS - TRATAMENTO INCRUENTO	134.78	134.78
30731011	ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRURGICO	206.81	206.81
30731020	BIOPSIAS CIRURGICAS DE TENDOES, BURSAS E SINOVIAS	181.99	181.99
30731038	BURSECTOMIA - TRATAMENTO CIRURGICO	205.82	205.82
30731046	CISTO SINOVIAL - TRATAMENTO CIRURGICO	190.45	190.45
30731054	ENCURTAMENTO DE TENDAO - TRATAMENTO CIRURGICO	217.66	217.66
30731062	SINOVECTOMIA - TRATAMENTO CIRURGICO	363.25	363.25
30731070	TENOARTROPLASTIA PARA OSSOS DO CARPO	507.44	507.44
30731089	TENODESE	399.89	399.89
30731097	TENOLISE NO TUNEL OSTEOFIBROSO	482.04	482.04
30731100	TENOLISE/TENDONESE - TRATAMENTO CIRURGICO	319.86	319.86
30731119	TENOPLASTIA / ENXERTO DE TENDAO - TRATAMENTO CIRURGICO	430.32	430.32
30731127	TENOPLASTIA DE TENDAO EM OUTRAS REGIOES	343.89	343.89
30731135	TENORRAFIA MULTIPLA EM OUTRAS REGIOES	343.89	343.89
30731143	TENORRAFIA NO TUNEL OSTEOFIBROSO - MAIS DE 2 DIGITOS	617.28	617.28
30731151	TENORRAFIA NO TUNEL OSTEOFIBROSO ATE 2 DIGITOS	420.04	420.04
30731160	TENORRAFIA UNICA EM OUTRAS REGIOES	226.97	226.97
30731178	TENOSSINOVECTOMIA DE MAO OU PUNHO	290.55	290.55
30731186	TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRURGICO	115.45	115.45
30731194	TENOSSINOVITES INFECCIOSAS - DRENAGEM	186.86	186.86
30731208	TENOTOMIA	363.25	363.25
30731216	TRANSPOSICAO DE MAIS DE 1 TENDAO - TRATAMENTO CIRURGICO	489.37	489.37
30731224	TRANSPOSICAO UNICA DE TENDAO	368.52	368.52
30731232	TUMORES DE TENDAO OU SINOVIAL - TRATAMENTO CIRURGICO	271.91	271.91
30731240	ALONGAMENTO DE TENDOES - TRATAMENTO CRUENTO	241.52	241.52
30731259	ROTURA DE TENDAO DE AQUILES - TRATAMENTO CONSERVADOR	113.22	113.22
30732018	CURETAGEM OU RESSECCAO EM BLOCO DE TUMOR COM RECONSTRUCAO E ENXERTO VASCULARIZADO	1325.00	1325.00
30732026	ENXERTO OSSEO	1101.51	1101.51
30732034	RESSECCAO DA LESAO COM CIMENTACAO E OSTEOSINTESE	792.38	792.38
30732042	REVISAO DE ENDOPROTESE	1072.51	1072.51
30732085	TUMOR OSSEO RESSECCAO COM SUBSTITUICAO	1096.21	1096.21
30732093	TUMOR OSSEO RESSECCAO E ARTRODESE	927.81	927.81
30732107	TUMOR OSSEO (RESSECCAO E CIMENTO)	923.31	923.31
30732115	TUMOR OSSEO RESSECCAO E ENXERTO	1471.63	1471.63
30732123	TUMOR OSSEO RESSECCAO SEGMENTAR	704.12	704.12
30732131	TUMOR OSSEO (RESSECCAO SIMPLES)	627.96	627.96
30733014	SINOVECTOMIA TOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1169.50	1169.50
30733022	SINOVECTOMIA PARCIAL OU SUBTOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	910.61	910.61
30733030	CONDROPLASTIA (COM REMOCAO DE CORPOS LIVRES) - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1169.50	1169.50
30733049	OSTEOCONDROPLASTIA - ESTABILIZACAO, RESSECCAO E/OU PLASTIA # - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1256.03	1256.03
30733057	MENISCECTOMIA - UM MENISCO - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1169.50	1169.50
30733065	REPARO OU SUTURA DE UM MENISCO - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1067.54	1067.54
30733073	RECONSTRUCAO, RETENCIONAMENTO OU REFORCO DO LIGAMENTO CRUZADO ANTERIOR OU POSTERIOR # - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1604.34	1604.34
30733081	FRATURA COM REDUCAO E/OU ESTABILIZACAO DA SUPERFICIE ARTICULAR - UM COMPARTIMENTO # - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1195.48	1195.48
30733090	TRATAMENTO CIRURGICO DA ARTROFIBROSE # - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1356.98	1356.98
30733103	INSTABILIDADE FEMORO-PATELAR, RELEASE LATERAL DA PATELA, RETENCIONAMENTO, REFORCO OU RECONSTRUCAO DO LIGAMENTO PATELO-FEMORAL MEDIAL # - PROCEDIMENTO VIDEOARTROSCOPICO DE JOELHO	1175.21	1175.21
30734010	SINOVECTOMIA TOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE TORNOZELO	1169.50	1169.50
30734029	SINOVECTOMIA PARCIAL OU SUBTOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE TORNOZELO	973.10	973.10
30734037	CONDROPLASTIA (COM REMOCAO DE CORPOS LIVRES) - PROCEDIMENTO VIDEOARTROSCOPICO DE TORNOZELO	1214.59	1214.59
30734045	OSTEOCONDROPLASTIA - ESTABILIZACAO, RESSECCAO E OU PLASTIA (ENXERTIA) # - PROCEDIMENTO VIDEOARTROSCOPICO DE TORNOZELO	1356.98	1356.98
30734053	RECONSTRUCAO, RETENCIONAMENTO OU REFORCO DE LIGAMENTO - PROCEDIMENTO VIDEOARTROSCOPICO DE TORNOZELO	1764.75	1764.75
30734061	FRATURAS - REDUCAO E ESTABILIZACAO DE CADA SUPERFICIE - PROCEDIMENTO VIDEOARTROSCOPICO DE TORNOZELO	1466.07	1466.07
30735017	SINOVECTOMIA TOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1169.50	1169.50
30735025	SINOVECTOMIA PARCIAL OU SUBTOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	973.10	973.10
30735033	ACROMIOPLASTIA - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1062.35	1062.35
30735041	LESAO LABRAL - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1508.76	1508.76
30735050	LUXACAO GLENO-UMERAL - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1508.76	1508.76
30735068	RUPTURA DO MANGUITO ROTADOR - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1067.54	1067.54
30735076	INSTABILIDADE MULTIDIRECIONAL - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1508.76	1508.76
30735084	RESSECCAO LATERAL DA CLAVICULA - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1169.50	1169.50
30735092	TENOTOMIA DA PORCAO LONGA DO BICEPS - PROCEDIMENTO VIDEOARTROSCOPICO DE OMBRO	1169.50	1169.50
30736013	SINOVECTOMIA TOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE COTOVELO	1169.50	1169.50
30736021	SINOVECTOMIA PARCIAL OU SUBTOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE COTOVELO	1005.87	1005.87
30736030	CONDROPLASTIA (COM REMOCAO DE CORPOS LIVRES) - PROCEDIMENTO VIDEOARTROSCOPICO DE COTOVELO	1005.87	1005.87
30736048	OSTEOCONDROPLASTIA - ESTABILIZACAO, RESSECCAO E/OU PLASTIA (ENXERTIA) # - PROCEDIMENTO VIDEOARTROSCOPICO DE COTOVELO	1067.54	1067.54
30736056	RECONSTRUCAO, RETENCIONAMENTO OU REFORCO DE LIGAMENTO # - PROCEDIMENTO VIDEOARTROSCOPICO DE COTOVELO	1062.35	1062.35
30736064	FRATURAS: REDUCAO E ESTABILIZACAO PARA CADA SUPERFICIE - PROCEDIMENTO VIDEOARTROSCOPICO DE COTOVELO	1062.35	1062.35
30737010	SINOVECTOMIA TOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE PUNHO E TUNEL DO CARPO	1175.21	1175.21
30737028	SINOVECTOMIA PARCIAL OU SUBTOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE PUNHO E TUNEL DO CARPO	915.05	915.05
30737036	CONDROPLASTIA (COM REMOCAO DE CORPOS LIVRES) - PROCEDIMENTO VIDEOARTROSCOPICO DE PUNHO E TUNEL DO CARPO	977.76	977.76
30737044	OSTEOCONDROPLASTIA - ESTABILIZACAO, RESSECCAO E/OU PLASTIA (ENXERTIA) - PROCEDIMENTO VIDEOARTROSCOPICO DE PUNHO E TUNEL DO CARPO	1508.76	1508.76
30737052	RECONSTRUCAO, RETENCIONAMENTO OU REFORCO DE LIGAMENTO OU REPARO DE CARTILAGEM TRIANGULAR # - PROCEDIMENTO VIDEOARTROSCOPICO DE PUNHO E TUNEL DO CARPO	1383.33	1383.33
30737060	FRATURAS - REDUCAO E ESTABILIZACAO DE CADA SUPERFICIE - PROCEDIMENTO VIDEOARTROSCOPICO DE PUNHO E TUNEL DO CARPO	1169.50	1169.50
30737079	TUNEL DO CARPO - DESCOMPRESSAO - PROCEDIMENTO VIDEOARTROSCOPICO DE PUNHO E TUNEL DO CARPO	959.61	959.61
30738016	SINOVECTOMIA TOTAL - PROCEDIMENTO VIDEOARTROSCOPICO DE COXOFEMORAL	1508.76	1508.76
30738024	SINOVECTOMIA PARCIAL E/OU REMOCAO DE CORPOS LIVRES - PROCEDIMENTO VIDEOARTROSCOPICO DE COXOFEMORAL	1169.50	1169.50
30738032	DESBRIDAMENTO DO LABRUM OU LIGAMENTO REDONDO COM OU SEM CONDROPLASTIA - PROCEDIMENTO VIDEOARTROSCOPICO DE COXOFEMORAL	1764.75	1764.75
30738040	TRATAMENTO DO IMPACTO FEMORO-ACETABULAR - PROCEDIMENTO VIDEOARTROSCOPICO DE COXOFEMORAL	2142.61	2142.61
30738059	CONDROPLASTIA COM SUTURA LABRAL - PROCEDIMENTO VIDEOARTROSCOPICO DE COXOFEMORAL	1773.36	1773.36
30801010	COLOCACAO DE ORTOSE TRAQUEAL, TRAQUEOBRONQUICA OU BRONQUICA, POR VIA ENDOSCOPICA (TUBO DE SILICONE OU METALICO)	702.26	702.26
30801028	COLOCACAO DE PROTESE TRAQUEAL OU TRAQUEOBRONQUICA (QUALQUER VIA)	1698.17	1698.17
30801036	FECHAMENTO DE FISTULA TRAQUEO-CUTANEA	1184.27	1184.27
30801044	PUNCAO TRAQUEAL	193.58	193.58
30801052	RESSECCAO CARINAL (TRAQUEOBRONQUICA)	1831.91	1831.91
30801060	RESSECCAO DE TUMOR TRAQUEAL	1756.32	1756.32
30801079	TRAQUEOPLASTIA (QUALQUER VIA)	1756.32	1756.32
30801087	TRAQUEORRAFIA (QUALQUER VIA)	371.85	371.85
30801109	TRAQUEOSTOMIA COM COLOCACAO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA POR VIA CERVICAL	780.96	780.96
30801117	TRAQUEOSTOMIA MEDIASTINAL	1309.13	1309.13
30801133	PLASTIA DE TRAQUEOSTOMA	314.00	314.00
30801141	TRAQUEOTOMIA OU FECHAMENTO CIRURGICO	224.41	224.41
30801150	TROCA DE PROTESE TRAQUEO-ESOFAGICA	189.45	189.45
30801168	RESSECCAO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA	1931.34	1931.34
30801176	TRAQUEORRAFIA POR VIDEOTORACOSCOPIA	359.36	359.36
30801184	TRAQUEOSTOMIA COM RETIRADA DE CORPO ESTRANHO	288.95	288.95
30802016	BRONCOPLASTIA E/OU ARTERIOPLASTIA	1585.77	1585.77
30802024	BRONCOTOMIA E/OU BRONCORRAFIA	1287.02	1287.02
30802032	COLOCACAO DE MOLDE BRONQUICO POR TORACOTOMIA	1351.73	1351.73
30802040	BRONCOPLASTIA E/OU ARTERIOPLASTIA POR VIDEOTORACOSCOPIA	1781.84	1781.84
30802059	BRONCOTOMIA E/OU BRONCORRAFIA POR VIDEOTORACOSCOPIA	359.36	359.36
30803012	BULECTOMIA UNILATERAL	1451.47	1451.47
30803020	CIRURGIA REDUTORA DO VOLUME PULMONAR UNILATERAL (QUALQUER TECNICA)	1671.10	1671.10
30803039	CISTO PULMONAR CONGENITO - TRATAMENTO CIRURGICO	1486.87	1486.87
30803047	CORRECAO DE FISTULA BRONCO-PLEURAL (QUALQUER TECNICA)	1669.88	1669.88
30803055	DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR	805.99	805.99
30803063	EMBOLECTOMIA PULMONAR	2477.70	2477.70
30803071	LOBECTOMIA POR MALFORMACAO PULMONAR	1411.83	1411.83
30803080	LOBECTOMIA PULMONAR	1585.77	1585.77
30803098	METASTASECTOMIA PULMONAR UNILATERAL (QUALQUER TECNICA)	980.56	980.56
30803101	PNEUMONECTOMIA	1585.77	1585.77
30803110	PNEUMONECTOMIA DE TOTALIZACAO	1679.29	1679.29
30803128	PNEUMORRAFIA	843.82	843.82
30803136	PNEUMOSTOMIA (CAVERNOSTOMIA) COM COSTECTOMIA E ESTOMA CUTANEO-CAVITARIO	1271.19	1271.19
30803144	POSICIONAMENTO DE AGULHAS RADIATIVAS POR TORACOTOMIA (BRAQUITERAPIA)	711.23	711.23
30803152	SEGMENTECTOMIA (QUALQUER TECNICA)	983.33	983.33
30803160	TROMBOENDARTERECTOMIA PULMONAR	3323.28	3323.28
30803179	BULECTOMIA UNILATERAL POR VIDEOTORACOSCOPIA	1619.88	1619.88
30803187	CIRURGIA REDUTORA DO VOLUME PULMONAR UNILATERAL POR VIDEOTORACOSCOPIA	1761.90	1761.90
30803195	CORRECAO DE FISTULA BRONCO-PLEURAL POR VIDEOTORACOSCOPIA	1683.61	1683.61
30803209	DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR POR VIDEOTORACOSCOPIA	890.95	890.95
30803217	LOBECTOMIA PULMONAR POR VIDEOTORACOSCOPIA	1781.84	1781.84
30803225	METASTASECTOMIA PULMONAR UNILATERAL POR VIDEOTORACOSCOPIA	1010.77	1010.77
30803233	SEGMENTECTOMIA POR VIDEOTORACOSCOPIA	1081.69	1081.69
30803241	BIOPSIA TRANSCUTANEA DE PULMAO POR AGULHA	190.21	190.21
30804019	BIOPSIA PERCUTANEA DE PLEURA POR AGULHA	211.33	211.33
30804027	DESCORTICACAO PULMONAR	1251.52	1251.52
30804035	PLEURECTOMIA	978.55	978.55
30804043	PLEURODESE (QUALQUER TECNICA)	481.28	481.28
30804051	PLEUROSCOPIA	872.26	872.26
30804060	PLEUROSTOMIA (ABERTA)	529.96	529.96
30804086	PUNCAO PLEURAL	166.49	166.49
30804094	REPLECAO DE CAVIDADE PLEURAL COM SOLUCAO DE ANTIBIOTICO PARA TRATAMENTO DE EMPIEMA	419.47	419.47
30804108	RESSECCAO DE TUMOR DA PLEURA LOCALIZADO	1245.50	1245.50
30804116	RETIRADA DE DRENO TUBULAR TORACICO (COLOCADO EM OUTRO SERVICO)	85.41	85.41
30804124	TENDA PLEURAL	817.11	817.11
30804132	TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA	480.86	480.86
30804140	TRATAMENTO OPERATORIO DA HEMORRAGIA INTRAPLEURAL	1163.80	1163.80
30804159	DESCORTICACAO PULMONAR POR VIDEOTORACOSCOPIA	1396.72	1396.72
30804167	PLEURECTOMIA POR VIDEOTORACOSCOPIA	1081.69	1081.69
30804175	PLEURODESE POR VIDEO	456.95	456.95
30804183	PLEUROSCOPIA POR VIDEO	964.20	964.20
30804191	RESSECCAO DE TUMOR DA PLEURA LOCALIZADO POR VIDEO	1396.72	1396.72
30804205	TENDA PLEURAL POR VIDEO	866.29	866.29
30804213	TRATAMENTO OPERATORIO DA HEMORRAGIA INTRAPLEURAL POR VIDEO	1256.03	1256.03
30805015	RESSECCAO DE BOCIO INTRATORACICO	794.32	794.32
30805023	BIOPSIA DE LINFONODOS PRE-ESCALENICOS OU DO CONFLUENTE VENOSO	364.99	364.99
30805031	BIOPSIA DE TUMOR DO MEDIASTINO (QUALQUER VIA)	431.61	431.61
30805040	CISTO OU DUPLICACAO BRONQUICA OU ESOFAGICA - TRATAMENTO CIRURGICO	1554.98	1554.98
30805074	LIGADURA DE ARTERIAS BRONQUICAS POR TORACOTOMIA PARA CONTROLE DE HEMOPTISE	1177.01	1177.01
30805082	LIGADURA DO DUCTO-TORACICO (QUALQUER VIA)	1251.52	1251.52
30805090	LINFADENECTOMIA MEDIASTINAL	1141.69	1141.69
30805104	MEDIASTINOSCOPIA, VIA CERVICAL	810.24	810.24
30805112	MEDIASTINOTOMIA (VIA PARAESTERNAL, TRANSESTERNAL, CERVICAL)	970.37	970.37
30805120	MEDIASTINOTOMIA EXTRAPLEURAL POR VIA POSTERIOR	978.55	978.55
30805139	PERICARDIOTOMIA COM ABERTURA PLEURO-PERICARDICA (QUALQUER TECNICA)	1257.48	1257.48
30805147	RESSECCAO DE TUMOR DE MEDIASTINO	1585.77	1585.77
30805155	TIMECTOMIA (QUALQUER VIA)	1451.47	1451.47
