codigo	nome	valor_individual	valor_empresarial
40403823	TMO - PREPARO E FILTRACAO DE MEDULA OSSEA OU CELULAS TRONCO NA COLETA - POR PROCEDIMENTO	101.71	101.71
40403831	TMO - TRATAMENTO IN VITRO DE MEDULA OSSEA OU CELULAS TRONCO POR ANTICORPOS MONOCLONAIS PURGING 4 - POR PROCEDIMENTO	20.44	20.44
40403840	TRANSAMINASE PIRUVICA - TGP OU ALT POR COMPONENTE HEMOTERAPICO - PESQUISA E/OU DOSAGEM	4.77	4.77
40403890	NAT / HBV - POR COMPONENTE HEMOTERAPICO - PESQUISA E/OU DOSAGEM	107.38	107.38
40403912	ESTIMULACAO E MOBILIZACAO DE CELULAS CD34 POSITIVAS	51.59	51.59
40403920	DETERMINACAO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR	3.57	3.57
40403939	DOACAO AUTOLOGA COM RECUPERACAO INTRA-OPERATORIA	872.45	872.45
40403947	DOACAO AUTOLOGA PERI-OPERATORIA POR HEMODILUICAO NORMOVOLEMICA	56.25	56.25
40403955	DOACAO AUTOLOGA PRE-OPERATORIA	186.19	186.19
40403963	EXAMES IMUNOHEMATOLOGICOS EM RECEM-NASCIDOS: TIPIFICACAO ABO E RH, PESQUISA DE D FRACO RH(D) E PROVA DA ANTIGLOBULINA DIRETA	12.22	12.22
40403971	IMUNO-HEMATOLOGICOS: TIPIFICACAO ABO, INCLUINDO TIPAGEM REVERSA E DETERMINACAO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES ANTIERITROCITA	39.75	39.75
40403980	INVESTIGACAO DA PRESENCA DE ANTI-A OU ANTI-B, EM SORO OU PLASMA DE NEONATO, COM METODOS QUE INCLUAM UMA FASE ANTIGLOBULINICA	13.78	13.78
40403998	TIPIFICACAO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATE 4 MESES DE IDADE)	4.32	4.32
40404013	TMO - PROVA CRUZADA PARA HISTOCOMPATIBILIDADE DE TRANSPLANTE DE MEDULA OSSEA	54.21	54.21
40404030	ANTIGENEMIA PARA DIAGNOSTICO DE CMV POS TRANSPLANTE	68.70	68.70
40404048	AVALIACAO QUIMERISMO - VNTR OU STR - DOADOR - PRE TRANSPLANTE	209.81	209.81
40404056	AVALIACAO QUIMERISMO - VNTR OU STR - PACIENTE - PRE TRANSPLANTE	209.81	209.81
40404064	AVALIACAO QUIMERISMO RECEPTOR - VNTR OU STR - POS TRANSPLANTE	209.81	209.81
40404072	COLETA DE LINFOCITOS DE SANGUE PERIFERICO POR AFERESE PARA TRATAMENTO DE RECIDIVAS POS TCTH ALOGENICO	169.34	169.34
40404080	CONTROLE MICROBIOLOGICO DA MEDULA OSSEA NO TCTH ALOGENICO	10.12	10.12
40404099	CONTROLE MICROBIOLOGICO DAS CELULAS TRONCO PERIFERICAS NO TCTH ALOGENICO	10.12	10.12
40404129	PCR EM TEMPO REAL PARA DIAGNOSTICO DE EBV - POS TRANSPLANTE	421.23	421.23
40404137	PCR EM TEMPO REAL PARA DIAGNOSTICO DE HERPES VIRUS 6 - POS TRANSPLANTE	421.23	421.23
40404145	PCR EM TEMPO REAL PARA DIAGNOSTICO DE HERPES VIRUS 8 - POS TRANSPLANTE	421.23	421.23
40404153	PCR EM TEMPO REAL PARA OS VIRUS PARA INFLUENZA E INFLUENZA	176.98	176.98
40404161	PCR EM TEMPO REAL PARA VIRUS RESPIRATORIO SINCICIAL	176.98	176.98
40404170	QUANTIFICACAO DE CD14 DA COLETA DE CELULAS TRONCO PERIFERICAS PARA TCTH ALOGENICO	616.09	616.09
40404188	QUANTIFICACAO DE CD19 DA COLETA DE CELULAS TRONCO PERIFERICAS PARA TCTH ALOGENICO	616.09	616.09
40404196	QUANTIFICACAO DE CD3 DA COLETA DE CELULAS TRONCO PERIFERICAS PARA TCTH ALOGENICO	616.09	616.09
40404200	QUANTIFICACAO DE CD3 DA COLETA DE LINFOCITOS PARA TRATAMENTO DE RECIDIVAS POS TCTH ALOGENICO	616.09	616.09
40404218	QUANTIFICACAO DE CD4 DA COLETA DE CELULAS TRONCO PERIFERICAS PARA TCTH ALOGENICO	616.09	616.09
40404226	QUANTIFICACAO DE CD8 DA COLETA DE CELULAS TRONCO PERIFERICAS PARA TCTH ALOGENICO	616.09	616.09
40404234	QUANTIFICACAO DE LEUCOCITOS TOTAIS DA COLETA DE CELULAS TRONCO PERIFERICAS PARA TCTH ALOGENICO	3.61	3.61
40404242	QUANTIFICACAO DE LEUCOCITOS TOTAIS DA MEDULA OSSEA NO TCTH ALOGENICO	3.61	3.61
40404269	VIABILIDADE CELULAR DOS LINFOCITOS PERIFERICOS POR CITOMETRIA DE FLUXO PARA TRATAMENTO DAS RECIDIVAS POR TCTH ALOGENICO	48.79	48.79
40404277	VIABILIDADE CELULAR DA MEDULA OSSEA POR CITOMETRIA DE FLUXO APOS O DESCONGELAMENTO	48.79	48.79
40404285	VIABILIDADE CELULAR DAS CELULAS TRONCO PERIFERICAS POR CITOMETRIA DE FLUXO APOS O DESCONGELAMENTO	48.79	48.79
40404404	FENOTIPAGEM DO SISTEMA RH-HR D, C, E, C, E E KELL	40.78	40.78
40404536	PROVA DE COMPATIBILIDADE PARA TRANSFUSAO DE PLAQUETAS MAIPA	11.74	11.74
40404552	CONTROLE BACTERIOLOGICO PARA CONCENTRADO DE PLAQUETAS	11.12	11.12
40404560	PESQUISA DE ANTICORPOS SERICOS IRREGULARES ANTIERITROCITARIOS - METODO DE ELUICAO - GEL TESTE	11.65	11.65
40404579	IDENTIFICACAO DE ANTICORPOS ANTI-ERITROCITARIOS A FRIO EM GEL	15.50	15.50
40501019	CARIOTIPO COM BANDAS DE PELE, TUMOR E DEMAIS TECIDOS	310.44	310.44
40501027	CARIOTIPO COM PESQUISA DE TROCA DE CROMATIDES IRMAS	298.22	298.22
40501035	CARIOTIPO COM TECNICAS DE ALTA RESOLUCAO	347.92	347.92
40501043	CARIOTIPO DE MEDULA (TECNICAS COM BANDAS)	207.81	207.81
40501051	CARIOTIPO DE SANGUE (TECNICAS COM BANDAS)	207.81	207.81
40501060	CARIOTIPO DE SANGUE OBTIDO POR CORDOCENTESE PRE-NATAL	345.02	345.02
40501078	CARIOTIPO DE SANGUE-PESQUISA DE MARCADORES TUMORAIS	298.22	298.22
40501086	CARIOTIPO DE SANGUE-PESQUISA DE SITIO FRAGIL X	289.93	289.93
40501094	CARIOTIPO EM VILOSIDADES CORIONICAS (CULTIVO DE TROFOBLASTOS)	385.21	385.21
40501108	CARIOTIPO PARA PESQUISA DE INSTABILIDADE CROMOSSOMICA	369.87	369.87
40501116	CROMATINA X OU Y	32.56	32.56
40501124	CULTURA DE MATERIAL DE ABORTO E OBTENCAO DE CARIOTIPO	298.22	298.22
40501159	FISH EM METAFASE OU NUCLEO INTERFASICO, POR SONDA	133.93	133.93
40501167	FISH PRE-NATAL, POR SONDA	190.55	190.55
40501175	LIQUIDO AMNIOTICO, CARIOTIPO COM BANDAS	310.44	310.44
40501183	LIQUIDO AMNIOTICO, VILOSIDADES CORIONICAS, SUBCULTURA PARA DOSAGENS BIOQUIMICAS E/OU MOLECULARES (ADICIONAL)	201.80	201.80
40501191	SUBCULTURA DE PELE P/ DOSAGENS BIOQUIMICAS E/OU MOLECULARES (ADICIONAL)	201.80	201.80
40501205	ESTUDO DE ALTERACOES CROMOSSOMICAS EM LEUCEMIAS POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION)	133.97	133.97
40501213	PESQUISA DE TRANSLOCACAO PML/RAR-A	209.85	209.85
40501221	CARIOTIPO DE SANGUE TECNICAS COM BANDAS - ANALISE DE 50 CELULAS PARA DETECCAO DE MOSAICISMO	204.76	204.76
40501248	HER2 FISH PARA AMPLIFICACAO GENICA EM TUMOR DE MAMA	127.50	127.50
40501256	HER2 CISH PARA AMPLIFICACAO GENICA EM TUMOR DE MAMA	127.50	127.50
40501264	TRANSLOCACAO PML/RARA T 15/17 FISH EM MEDULA OSSEA	127.52	127.52
40501272	TRANSLOCACAO PML/RARA T 15/17 FISH EM SANGUE PERIFERICO	127.52	127.52
40502015	MARCADORES BIOQUIMICOS EXTRAS, ALEM DE BHCG, AFP E PAPP-A, PARA AVALIACAO DO RISCO FETAL, POR MARCADOR, POR AMOSTRA	21.20	21.20
40502040	BATERIAS DE TESTES QUIMICOS DE TRIAGEM EM URINA PARA ERROS INATOS DO METABOLISMO (MINIMO DE SEIS TESTES)	45.73	45.73
40502058	DETERMINACAO DO RISCO FETAL, COM ELABORACAO DE LAUDO	44.83	44.83
40502066	DOSAGEM QUANTITATIVA DE ACIDOS ORGANICOS, CARNITINA, PERFIL DE ACILCARNITINA, ACIDOS GRAXOS DE CADEIA MUITO LONGA, PARA O DIAGNOSTICO DE ERROS INATOS DO METABOLISMO (PERFIL EM UMA AMOSTRA)	335.83	335.83
40502074	DOSAGEM QUANTITATIVA DE AMINOACIDOS PARA O DIAGNOSTICO DE ERROS INATOS DO METABOLISMO (PERFIL DE AMINOACIDOS NUMA AMOSTRA)	216.77	216.77
40502082	DOSAGEM QUANTITATIVA DE METABOLITOS NA URINA E/OU SANGUE PARA O DIAGNOSTICO DE ERROS INATOS DO METABOLISMO (CADA)	130.69	130.69
40502090	ELETROFORESE OU CROMATOGRAFIA (PAPEL OU CAMADA DELGADA) PARA IDENTIFICACAO DE AMINOACIDOS OU GLICIDIOS OU OLIGOSSACARIDIOS OU SIALOLIGOSSACARIDIOS GLICOSAMINOGLICANOS OU OUTROS COMPOSTOS PARA DETECCAO	61.29	61.29
40502104	ENSAIOS ENZIMATICOS EM CELULAS CULTIVADAS PARA DIAGNOSTICO DE EIM, INCLUINDO PREPARO DO MATERIAL, DOSAGEM DE PROTEINA E ENZIMA DE REFERENCIA (CADA)	132.72	132.72
40502112	ENSAIOS ENZIMATICOS EM LEUCOCITOS, ERITROCITOS OU TECIDOS PARA DIAGNOSTICO DE EIM, INCLUINDO PREPARO DO MATERIAL, DOSAGEM DE PROTEINA E ENZIMA DE REFERENCIA (CADA)	131.14	131.14
40502120	ENSAIOS ENZIMATICOS NO PLASMA PARA DIAGNOSTICO DE EIM, INCLUINDO ENZIMA DE REFERENCIA (CADA)	119.11	119.11
40502139	TESTE DUPLO - 1 TRIMESTRE (PAPP-A+BETA-HCG) OU OUTROS 2 EM SORO OU LIQUIDO AMINIOTICO COM ELABORACAO DE LAUDO CONTENDO CALCULO DE RISCO PARA ANOMALIAS FETAIS	101.32	101.32
40502147	TESTE DUPLO - 2 TRIMESTRE (AFP+BETA-HCG) OU OUTROS 2 EM SORO OU LIQUIDO AMINIOTICO COM ELABORACAO DE LAUDO CONTENDO CALCULO DE RISCO PARA ANOMALIAS FETAIS	101.32	101.32
40502155	TESTE TRIPLO (AFP+BETA-HCG+ESTRIOL) OU OUTROS 3 EM SORO OU LIQUIDO AMINIOTICO COM ELABORACAO DE LAUDO CONTENDO CALCULO DE RISCO PARA ANOMALIAS FETAIS	157.00	157.00
40502163	TESTES QUIMICOS DE TRIAGEM EM URINA PARA ERROS INATOS DO METABOLISMO (CADA)	21.20	21.20
40502171	DOSAGEM QUANTITATIVA DE CARNITINA E PERFIL DE ACILCARNITINA, PARA O DIAGNOSTICO DE ERROS INATOS DO METABOLISMO	249.38	249.38
40502180	DOSAGEM QUANTITATIVA DE ACIDOS GRAXOS DE CADEIA MUITO LONGA PARA O DIAGNOSTICODE EIM	319.71	319.71
40502198	DOSAGEM QUANTITATIVA DE METABOLITOS POR CROMATOGRAFIA / ESPECTROMETRIA DE MASSA CG/MS OU HPLC/MS PARA O DIAGNOSTICO DE EIM	319.71	319.71
40502201	DOSAGEM QUANTITATIVA DE METABOLITOS POR ESPECTROMETRIA DE MASSA OU ESPECTROMETRIA DE MASSA EM TANDEM MS OU MS/MS PARA O DIAGNOSTICO DE EIM	206.35	206.35
40502228	RASTREAMENTO NEONATAL PARA O DIAGNOSITCO DE EIM E OUTRAS DOENCAS	11.90	11.90
40502236	DOSAGEM QUANTITATIVA DE ACIDOS ORGANICOS PARA O DIAGNOSTICO DE ERROS INATOS DO METABOLISMO PERFIL DE ACIDOS ORGANICOS NUMA AMOSTRA	249.38	249.38
40503011	ANALISE DE DNA COM ENZIMAS DE RESTRICAO POR ENZIMA UTILIZADA, POR AMOSTRA	176.37	176.37
40503020	ANALISE DE DNA FETAL POR ENZIMA DE RESTRICAO, POR ENZIMA UTILIZADA, POR AMOSTRA (ADICIONAL NOS EXAMES EM QUE JA FOI FEITO O PCR 4.05.03.06-2 E DEPENDE DA ENZIMA PARA ESTABELECER O DIAGNOSTICO)	176.37	176.37
40503038	ANALISE DE DNA FETAL POR SONDA OU PCR POR LOCUS, POR AMOSTRA	271.95	271.95
40503046	ANALISE DE DNA PELA TECNICA MULTIPLEX POR LOCUS EXTRA, POR AMOSTRA	71.62	71.62
40503054	ANALISE DE DNA PELA TECNICA MULTIPLEX POR LOCUS, POR AMOSTRA	209.81	209.81
40503062	ANALISE DE DNA POR SONDA, OU PCR POR LOCUS, POR AMOSTRA	209.81	209.81
40503097	EXTRACAO DE DNA (SANGUE, URINA, LIQUIDO AMINIOTICO, VILO TROFOBLASTICO ETC.) POR AMOSTRA	33.39	33.39
40503100	IDENTIFICACAO DE MUTACAO POR SEQUENCIAMENTO DO DNA, POR 100 PARES DE BASE SEQUENCIADAS, POR AMOSTRA	209.81	209.81
40503275	ANALISE DA MUTACAO IGVH-CADEIA PESADA DA IMUNOGLOBULINA	199.73	199.73
40503348	DISTROFIA MIOTONICA, ANALISE POR DNA	199.73	199.73
40503356	DISAUTONOMIA FAMILIAR, ANALISE POR DNA	199.73	199.73
40503399	HEMOFILIA A, ANALISE DO DNA	199.73	199.73
40503402	HEMOFILIA B, ANALISE DO DNA	199.73	199.73
40503410	HIPOLACTASIA, ANALISE MOLECULAR	199.73	199.73
40503429	HORMONIO DE CRESCIMENTO, ESTUDO DO GENE RECEPTOR	199.73	199.73
40503437	HORMONIO DE CRESCIMENTO, ESTUDO MOLECULAR DO GENE	199.73	199.73
40503470	PROP1, ESTUDO MOLECULAR DO GENE, SANGUE TOTAL	199.73	199.73
40503488	PTPN11, ESTUDO MOLECULAR DO GENE, SANGUE TOTAL	199.73	199.73
40503496	REARRANJO 8Q24 FISH MEDULA OSSEA	127.50	127.50
40503500	REARRANJO 8Q24 FISH SANGUE	127.50	127.50
40503518	REARRANJO BCL6 3Q27 NHL FISH	127.50	127.50
40503577	SHOX, ESTUDO MOLECULAR DO GENE, SANGUE TOTAL	199.73	199.73
40503585	TRANSLOCACAO 4/14 FISH IGH/FGFR3	127.50	127.50
40503593	C KIT ANALISE MUTACIONAL	199.73	199.73
40503615	DETECCAO DE DEL/DUPL NO GENE MLH1 MSH2	199.73	199.73
40503623	DETECCAO DE MUTACOES NO GENE MLH1 MSH2	199.73	199.73
40503631	DETECCAO DE MUTACOES NO GENE MSH6	199.73	199.73
40503640	FLT3 PESQUISA DE MUTACOES POR PCR (CADA)	199.73	199.73
40503658	ATROFIA MUSCULAR E BULBAR KENNEDY , POR PCR	199.73	199.73
40503674	MUCOLIPIDOSIS TIPO 4 ANALISE DA MUTACAO	199.73	199.73
40503682	FLT3 PESQUISA DE MUTACOES POR ELETROFORESE CAPILAR (CADA)	199.73	199.73
40503690	DISTROFIA MUSCULAR DUCHENNE , POR PCR	199.73	199.73
40503712	PESQUISA DEA MUTACAO 35DELG DA CONEXINA	199.73	199.73
40503739	ATROFIA DENTATO-RUBRO-PALIDO-LUYSIANA, DRPLA, SANGUE TOTAL	199.73	199.73
40503755	DETECCAO/TIPAGEM HERPES VIRUS 1 E 2 LIQUOR	185.95	185.95
40503801	SEQUENCIAMENTO DE NOVA GERACAO NGS - GENES ISOLADOS, PAINEIS E GRANDES REGIOES GENOMICAS INCLUI CAPTURA, AMPLIFICACAO E SEQUENCIAMENTO	199.73	199.73
40503810	SEQUENCIAMENTO DE NOVA GERACAO DE TODAS AS REGIOES CODIFICADORAS EXONS DE TODO OS GENES DO GENOMA - SEQUENCIAMENTO DO EXOMA INCLUI CAPTURA, AMPLIFICACAO E SEQUENCIAMENTO	199.73	199.73
40503828	REARRANJO PML/RARA T 15/17 RQ-PCR QUANTITATIVO EM TEMPO REAL	199.73	199.73
40503836	MUTACAO FAMILIAL ESPECIFICA - PCR DO LOCCUS IDENTIFICADO	199.73	199.73
40503844	MUTACAO FAMILIAL ESPECIFICA - SEQUENCIAMENTO DE SANGER DO LOCCUS IDENTIFICADO	199.73	199.73
40503860	CAPTURA/AMPLIFICACAO E SUBSEQUENTE SEQUENCIAMENTO DE REGIOES GENOMICAS DE ATE 20 KILOBASES DE DNA TUMORAL PARA ANALISE DE MUTACOES SOMATICAS POR QUALQUER TECNICA DE SEQUENCIAMENTO SANGER OU QUALQUER F	209.81	209.81
40503879	CAPTURA/AMPLIFICACAO E SUBSEQUENTE SEQUENCIAMENTO DE REGIOES GENOMICAS DE 20 KILOBASES A 1 MEGABASE DE DNA TUMORAL PARA ANALISE DE MUTACOES SOMATICAS POR QLQR TECNICA DE SEQUENCIAMENTO SANGER OU QUALQ	209.81	209.81
40503887	CAPTURA/AMPLIFICACAO E SUBSEQUENTE SEQUENCIAMENTO DE REGIOES GENOMICAS DE 1 MEGABASE A 30 MEGABASES DE DNA TUMORAL PARA ANALISE DE MUTACOES SOMATICAS POR QLQR TECNICA DE SEQUENCIAMENTO SANGER OU QUALQ	209.81	209.81
40503917	QUANTIFICACAO DE CARGA VIRAL HIV-1 HIV RNA NO LIQUIDO CEFALORRAQUIDIANO LCR	520.59	520.59
40503941	DETECCAO DE ANTICORPO IGG ANTI-HTLV-1/2 NO LIQUIDO CEFALORRAQUIDIANO LCR	37.17	37.17
40503950	PAINEL MULTIPLEX INFECCIOSO NO LIQUOR - PAINEL COM ATE 25 AGENTES	500.00	500.00
40601013	PROCEDIMENTO DIAGNOSTICO PEROPERATORIO SEM DESLOCAMENTO DO PATOLOGISTA	276.72	276.72
40601021	PROCEDIMENTO DIAGNOSTICO PEROPERATORIO - PECA ADICIONAL OU MARGEM CIRURGICA	172.89	172.89
40601030	PROCEDIMENTO DIAGNOSTICO PEROPERATORIO COM DESLOCAMENTO DO PATOLOGISTA	293.14	293.14
40601064	MICROSCOPIA ELETRONICA	543.50	543.50
40601072	ATO DE COLETA DE PAAF DE ORGAOS OU ESTRUTURAS SUPERFICIAIS SEM DESLOCAMENTO DO PATOLOGISTA	69.23	69.23
40601080	ATO DE COLETA DE PAAF DE ORGAOS OU ESTRUTURAS PROFUNDAS SEM DESLOCAMENTO DO PATOLOGISTA	166.49	166.49
40601099	ATO DE COLETA DE PAAF DE ORGAOS OU ESTRUTURAS SUPERFICIAIS COM DESLOCAMENTO DO PATOLOGISTA	69.56	69.56
40601102	ATO DE COLETA DE PAAF DE ORGAOS OU ESTRUTURAS PROFUNDAS COM DESLOCAMENTO DO PATOLOGISTA	166.49	166.49
40601110	PROCEDIMENTO DIAGNOSTICO EM BIOPSIA SIMPLES "IMPRINT" E "CELL BLOCK"	79.86	79.86
40601129	PROCEDIMENTO DIAGNOSTICO CITOPATOLOGICO ONCOTICO DE LIQUIDOS E RASPADOS CUTANEOS	70.47	70.47
40601137	PROCEDIMENTO DIAGNOSTICO EM CITOPATOLOGIA CERVICO-VAGINAL ONCOTICA	39.18	39.18
40601145	PROCEDIMENTO DIAGNOSTICO EM CITOLOGIA HORMONAL SERIADO	74.01	74.01
40601153	PROCEDIMENTO DIAGNOSTICO EM REVISAO DE LAMINAS OU CORTES HISTOLOGICOS SERIADOS	213.48	213.48
40601161	PROCEDIMENTO DIAGNOSTICO EM CITOLOGIA HORMONAL ISOLADA	34.31	34.31
40601170	PROCEDIMENTO DIAGNOSTICO EM PAINEL DE IMUNOISTOQUIMICA (DUAS A CINCO REACOES)	635.71	635.71
40601188	PROCEDIMENTO DIAGNOSTICO EM REACAO IMUNOISTOQUIMICA ISOLADA	293.14	293.14
40601196	PROCEDIMENTO DIAGNOSTICO EM FRAGMENTOS MULTIPLOS DE BIOPSIAS DE MESMO ORGAO OU TOPOGRAFIA, ACONDICIONADOS EM UM MESMO FRASCO	151.65	151.65
40601200	PROCEDIMENTO DIAGNOSTICO EM PECA ANATOMICA OU CIRURGICA SIMPLES	111.19	111.19
40601218	PROCEDIMENTO DIAGNOSTICO EM PECA CIRURGICA OU ANATOMICA COMPLEXA	151.65	151.65
40601226	PROCEDIMENTO DIAGNOSTICO EM GRUPOS DE LINFONODOS, ESTRUTURAS VIZINHAS E MARGENS DE PECAS ANATOMICAS SIMPLES OU COMPLEXAS (POR MARGEM) - MAXIMO DE TRES MARGENS	79.86	79.86
40601234	PROCEDIMENTO DIAGNOSTICO EM AMPUTACAO DE MEMBROS SEM CAUSA ONCOLOGICA	144.57	144.57
40601242	PROCEDIMENTO DIAGNOSTICO EM AMPUTACAO DE MEMBROS - CAUSA ONCOLOGICA	291.84	291.84
40601250	PROCEDIMENTO DIAGNOSTICO EM LAMINAS DE PAAF ATE 5	70.47	70.47
40601269	COLORACAO ESPECIAL POR COLORACAO	36.90	36.90
40601277	PROCEDIMENTO DIAGNOSTICO EM IMUNOFLUORESCENCIA	580.84	580.84
40601285	PROCEDIMENTO DIAGNOSTICO EM PAINEL DE HIBRIDIZACAO "IN SITU"	747.21	747.21
40601293	PROCEDIMENTO DIAGNOSTICO POR CAPTURA HIBRIDA	476.63	476.63
40601307	PROCEDIMENTO DIAGNOSTICO EM CITOMETRIA DE FLUXO (POR MONOCLONAL PESQUISADO)	159.16	159.16
40601315	PROCEDIMENTO DIAGNOSTICO EM CITOMETRIA DE IMAGENS	739.95	739.95
40601323	PROCEDIMENTO DIAGNOSTICO CITOPATOLOGICO EM MEIO LIQUIDO	55.67	55.67
40601331	CITOLOGICO ANATOMIA PATOLOGICA, QUALQUER MATERIAL	26.78	26.78
40601340	CITOLOGICO EM LIQUIDO ASCITICO	55.93	55.93
40601358	CITOLOGICO EM LIQUIDO PERICARDIO	54.34	54.34
40601366	CITOLOGICO EM LIQUIDO SINOVIAL	28.95	28.95
40601374	CITOLOGICO EM OUTROS MATERIAIS	28.95	28.95
40601382	DNA CITOMETRIA FLUXO PARAFINA - OUTROS MATERIAIS	467.85	467.85
40601390	IMPRINT DE GANGLIO	79.48	79.48
40601404	IMPRINT DE MEDULA OSSEA	75.67	75.67
40602010	PD-L1 - DETECCAO POR TECNICAS IMUNOISTOQUIMICAS	206.04	206.04
40701018	ANGIOGRAFIA RADIOISOTOPICA	134.95	134.95
40701026	CINTILOGRAFIA COM HEMACIAS MARCADAS	354.87	354.87
40701034	CINTILOGRAFIA DO MIOCARDIO COM DUPLO ISOTOPO (PERFUSAO + VIABILIDADE)	252.52	252.52
40701042	CINTILOGRAFIA DO MIOCARDIO COM FDG-18 F, EM CAMARA HIBRIDA	671.94	671.94
40701050	CINTILOGRAFIA DO MIOCARDIO NECROSE (INFARTO AGUDO)	224.03	224.03
40701069	CINTILOGRAFIA DO MIOCARDIO PERFUSAO - REPOUSO	368.72	368.72
40701077	CINTILOGRAFIA SINCRONIZADA DAS CAMARAS CARDIACAS - ESFORCO	409.84	409.84
40701085	CINTILOGRAFIA SINCRONIZADA DAS CAMARAS CARDIACAS - REPOUSO	191.50	191.50
40701093	FLUXO SANGUINEO DAS EXTREMIDADES	107.49	107.49
40701107	QUANTIFICACAO DE "SHUNT" DA DIREITA PARA A ESQUERDA	189.11	189.11
40701115	QUANTIFICACAO DE "SHUNT" PERIFERICO	202.02	202.02
40701123	VENOGRAFIA RADIOISOTOPICA	186.92	186.92
40701131	CINTILOGRAFIA DO MIOCARDIO PERFUSAO - ESTRESSE FARMACOLOGICO	368.72	368.72
40701140	CINTILOGRAFIA DO MIOCARDIO PERFUSAO - ESTRESSE FISICO	368.72	368.72
40701158	CINTILOGRAFIA DE PERFUSAO DO MIOCARIDO, ASSOCIADA A DOBUTAMINA	363.29	363.29
40702014	CINTILOGRAFIA DAS GLANDULAS SALIVARES COM OU SEM ESTIMULO	173.54	173.54
40702022	CINTILOGRAFIA DO FIGADO E DO BACO	161.99	161.99
40702030	CINTILOGRAFIA DO FIGADO E VIAS BILIARES	235.17	235.17
40702049	CINTILOGRAFIA PARA DETECCAO DE HEMORRAGIA DIGESTORIA ATIVA	205.92	205.92
40702057	CINTILOGRAFIA PARA DETECCAO DE HEMORRAGIA DIGESTORIA NAO ATIVA	435.76	435.76
40702065	CINTILOGRAFIA PARA DETERMINACAO DO TEMPO DE ESVAZIAMENTO GASTRICO	121.60	121.60
40702073	CINTILOGRAFIA PARA ESTUDO DE TRANSITO ESOFAGICO (LIQUIDOS)	162.94	162.94
40702081	CINTILOGRAFIA PARA ESTUDO DE TRANSITO ESOFAGICO (SEMI-SOLIDOS)	162.94	162.94
40702090	CINTILOGRAFIA PARA PESQUISA DE DIVERTICULO DE MECKEL	183.70	183.70
40702103	CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFAGICO	162.94	162.94
40702111	FLUXO SANGUINEO HEPATICO (QUALITATIVO E QUANTITATIVO)	99.10	99.10
40702146	CINTILOGRAFIA, RECEPTORES DA SOMATOSTATINA COM LUTECIO - 177	319.80	319.80
40703010	CINTILOGRAFIA DA TIREOIDE E/OU CAPTACAO (IODO - 123)	181.64	181.64
40703029	CINTILOGRAFIA DA TIREOIDE E/OU CAPTACAO (IODO - 131)	172.24	172.24
40703037	CINTILOGRAFIA DA TIREOIDE E/OU CAPTACAO (TECNECIO - 99M TC)	136.58	136.58
40703045	CINTILOGRAFIA DAS PARATIREOIDES	288.58	288.58
40703053	CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METASTASES (PCI)	444.63	444.63
40703061	TESTE DE ESTIMULO COM TSH RECOMBINANTE	122.91	122.91
40703070	TESTE DE SUPRESSAO DA TIREOIDE COM T3	99.10	99.10
40703088	TESTE DO PERCLORATO	88.34	88.34
40703096	CINTILOGRAFIA DE CORPO INTEIRO COM METAIODOBENZILGUANDINA - IODO-123	97.64	97.64
40703100	CINTILOGRAFIA DE CORPO INTEIRO COM MIBI MARCADA COM TECNECIO - 99M	87.04	87.04
40704017	CINTILOGRAFIA RENAL DINAMICA	187.48	187.48
40704025	CINTILOGRAFIA RENAL DINAMICA COM DIURETICO	264.64	264.64
40704033	CINTILOGRAFIA RENAL ESTATICA (QUANTITATIVA OU QUALITATIVA)	173.42	173.42
40704041	CINTILOGRAFIA TESTICULAR (ESCROTAL)	146.38	146.38
40704050	CISTOCINTILOGRAFIA DIRETA	173.80	173.80
40704068	CISTOCINTILOGRAFIA INDIRETA	159.59	159.59
40704076	DETERMINACAO DA FILTRACAO GLOMERULAR	60.47	60.47
40704084	DETERMINACAO DO FLUXO PLASMATICO RENAL	53.31	53.31
40704092	RENOGRAMA	99.10	99.10
40705013	CINTILOGRAFIA DO SISTEMA RETICULO-ENDOTELIAL (MEDULA OSSEA)	110.52	110.52
40705021	DEMONSTRACAO DO SEQUESTRO DE HEMACIAS PELO BACO	99.10	99.10
40705030	DETERMINACAO DA SOBREVIDA DE HEMACIAS	99.10	99.10
40705048	DETERMINACAO DO VOLUME ERITROCITARIO	99.10	99.10
40705056	DETERMINACAO DO VOLUME PLASMATICO	99.10	99.10
40705064	TESTE DE ABSORCAO DE VITAMINA B12 COM COBALTO - 57 (TESTE DE SCHILLING)	369.54	369.54
40706010	CINTILOGRAFIA OSSEA (CORPO TOTAL)	191.75	191.75
40706028	FLUXO SANGUINEO OSSEO	90.70	90.70
40707016	CINTILOGRAFIA CEREBRAL	127.58	127.58
