dia	fornecedor	valor_mensal	ocorrencias	como_gerar	categoria	observacao
1	FINANCIAMENTO RAIO-X E MAMOGRAFIA 21/36	13725.93	MENSAL	GERAR AS PARCELAS 22 ATE 36 APARTIR DE SETEMBRO/2026	MÁQUINAS, EQUIPAMENTOS E INSTALAÇÕES INDUSTRIAIS	Despesas semi-fixas
